{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': 'super tuesday you gotta look very long', 'start': 4055.28, 'duration': 2.64}
{'text': "here's the deal", 'start': 4056.96, 'duration': 2.56}
{'text': 'i got very luck gaming very lucky', 'start': 4057.92, 'duration': 3.919}
{'text': "tonight as well and tonight i'm going to", 'start': 4059.52, 'duration': 2.96}
{'text': 'make sure', 'start': 4061.839, 'duration': 3.2}
{'text': "because here's the deal here's the deal", 'start': 4062.48, 'duration': 3.119}
{'text': 'the fact', 'start': 4065.039, 'duration': 2.481}
{'text': "is that everything he's saying so far is", 'start': 4065.599, 'duration': 3.841}
{'text': "simply a lie i'm not here to call out", 'start': 4067.52, 'duration': 3.839}
{'text': "his lies everybody knows he's a liar", 'start': 4069.44, 'duration': 4.0}
{'text': 'but you i just want him to tell you that', 'start': 4071.359, 'duration': 4.561}
{'text': 'i i i want to make sure you ordered less', 'start': 4073.44, 'duration': 5.2}
{'text': 'in your class not first', 'start': 4075.92, 'duration': 4.159}
{'text': 'i want to make sure the president can', 'start': 4078.64, 'duration': 2.88}
{'text': "you let him finish sir no he doesn't", 'start': 4080.079, 'duration': 2.641}
{'text': 'know how to do that', 'start': 4081.52, 'duration': 3.599}
{'text': "he has you know christ you picked it'd", 'start': 4082.72, 'duration': 3.119}
{'text': 'be surprised because', 'start': 4085.119, 'duration': 2.24}
{'text': 'the wrong guy the wrong night at the', 'start': 4085.839, 'duration': 3.2}
{'text': 'wrong time listen you agreed with', 'start': 4087.359, 'duration': 4.081}
{'text': 'bernie sanders to the medical school let', 'start': 4089.039, 'duration': 3.121}
{'text': 'him survive', 'start': 4091.44, 'duration': 2.8}
{'text': 'there is no manifesto number three let', 'start': 4092.16, 'duration': 3.52}
{'text': 'him speak mystery number two', 'start': 4094.24, 'duration': 4.479}
{'text': 'just lost the left number two i you just', 'start': 4095.68, 'duration': 4.559}
{'text': 'lost the left', 'start': 4098.719, 'duration': 5.44}
{'text': 'you agreed with bernie sanders on a plan', 'start': 4100.239, 'duration': 6.801}
{'text': 'absolutely folks do you have any idea', 'start': 4104.159, 'duration': 4.801}
{'text': 'how mind blown are like all the lefties', 'start': 4107.04, 'duration': 3.279}
{'text': 'watching this who are like wait what', 'start': 4108.96, 'duration': 2.16}
{'text': "they don't know that", 'start': 4110.319, 'duration': 2.561}
{'text': 'biden is a neo-liberal conservative', 'start': 4111.12, 'duration': 4.239}
{'text': 'right-winger what is happening', 'start': 4112.88, 'duration': 6.959}
{'text': 'because the question is', 'start': 4115.359, 'duration': 4.48}
{'text': "we have ended this segment we're going", 'start': 4128.64, 'duration': 3.039}
{'text': 'to move on to the second segment that', 'start': 4130.159, 'duration': 2.321}
{'text': 'was really a', 'start': 4131.679, 'duration': 4.0}
{'text': "productive segment wasn't it", 'start': 4132.48, 'duration': 3.199}
{'text': 'man i know how to do the job i know how', 'start': 4136.159, 'duration': 4.16}
{'text': "to get the job well you didn't do very", 'start': 4138.96, 'duration': 3.04}
{'text': 'well in swine flu', 'start': 4140.319, 'duration': 5.761}
{'text': 'h1n1 you were a disaster your own', 'start': 4142.0, 'duration': 7.279}
{'text': 'disaster 14 000 people died not 200 000', 'start': 4146.08, 'duration': 3.92}
{'text': 'there was no', 'start': 4149.279, 'duration': 3.201}
{'text': 'economy why would you go to swine flu', 'start': 4150.0, 'duration': 3.759}
{'text': 'there was no way', 'start': 4152.48, 'duration': 3.679}
{'text': 'you made a point and there was no one', 'start': 4153.759, 'duration': 3.841}
{'text': "there's no we didn't shut down the", 'start': 4156.159, 'duration': 2.56}
{'text': 'economy', 'start': 4157.6, 'duration': 3.28}
{'text': "this is his economy that's been he shut", 'start': 4158.719, 'duration': 4.0}
{'text': "down the reason it's shut down is", 'start': 4160.88, 'duration': 2.56}
{'text': 'because', 'start': 4162.719, 'duration': 2.56}
{'text': 'look jesus folks at home how many of you', 'start': 4163.44, 'duration': 3.2}
{'text': 'get up this morning', 'start': 4165.279, 'duration': 3.201}
{'text': 'and had an empty chair at the kitchen', 'start': 4166.64, 'duration': 3.92}
{'text': 'table because someone died at covet', 'start': 4168.48, 'duration': 4.56}
{'text': 'they can go faster than that by a lot', 'start': 4170.56, 'duration': 4.32}
{'text': 'become very political because', 'start': 4173.04, 'duration': 3.84}
{'text': "the left or i don't know if i call it i", 'start': 4174.88, 'duration': 3.2}
{'text': "don't know what the head of your", 'start': 4176.88, 'duration': 2.72}
{'text': 'operation warp speed doctor', 'start': 4178.08, 'duration': 3.52}
{'text': 'i disagree with him no i disagree with', 'start': 4179.6, 'duration': 3.599}
{'text': "both of them and he didn't say that", 'start': 4181.6, 'duration': 3.04}
{'text': 'he said it could be there but it could', 'start': 4183.199, 'duration': 3.52}
{'text': 'also be much i had him in my office two', 'start': 4184.64, 'duration': 2.559}
{'text': 'days', 'start': 4186.719, 'duration': 2.161}
{'text': 'he talked about the summer sir before', 'start': 4187.199, 'duration': 3.281}
{'text': "it's generally available", 'start': 4188.88, 'duration': 3.439}
{'text': "he said it's a possibility that we'll", 'start': 4190.48, 'duration': 3.6}
{'text': 'have the answer', 'start': 4192.319, 'duration': 4.481}
{'text': 'before november first it could also be', 'start': 4194.08, 'duration': 4.32}
{'text': "everything that's generally available", 'start': 4196.8, 'duration': 2.879}
{'text': "well we're going to deliver it right", 'start': 4198.4, 'duration': 2.96}
{'text': 'away we have the military all set up', 'start': 4199.679, 'duration': 3.601}
{'text': "logistically they're all set up", 'start': 4201.36, 'duration': 3.6}
{'text': 'we have our military that delivers', 'start': 4203.28, 'duration': 3.6}
{'text': 'soldiers and they can do two hundred', 'start': 4204.96, 'duration': 3.199}
{'text': 'thousand a day', 'start': 4206.88, 'duration': 4.16}
{'text': "they're going to be doing this it's all", 'start': 4208.159, 'duration': 3.841}
{'text': 'set up', 'start': 4211.04, 'duration': 3.679}
{'text': 'by easter this would be gone away by the', 'start': 4212.0, 'duration': 4.159}
{'text': "warm weather it'd be gone", 'start': 4214.719, 'duration': 3.761}
{'text': 'miraculous like a miracle and by the way', 'start': 4216.159, 'duration': 3.681}
{'text': 'maybe you could inject some bleach in', 'start': 4218.48, 'duration': 4.08}
{'text': 'your arm and that would taste good', 'start': 4219.84, 'duration': 4.96}
{'text': 'sarcastically you know that i would have', 'start': 4222.56, 'duration': 4.32}
{'text': 'said sarcasm', 'start': 4224.8, 'duration': 4.64}
{'text': "this man is talking about that's a good", 'start': 4226.88, 'duration': 3.76}
{'text': 'he puts pressure', 'start': 4229.44, 'duration': 3.92}
{'text': 'and disagrees with his own scientist but', 'start': 4230.64, 'duration': 4.24}
{'text': "you're saying", 'start': 4233.36, 'duration': 3.28}
{'text': "harris is saying he can't trust the son", 'start': 4234.88, 'duration': 3.76}
{'text': "well no no you can't trust a scientist", 'start': 4236.64, 'duration': 3.76}
{'text': "he doesn't she didn't say that you can't", 'start': 4238.64, 'duration': 4.079}
{'text': 'she said the public health experts', 'start': 4240.4, 'duration': 5.839}
{'text': "will be well that's what he's going to", 'start': 4242.719, 'duration': 4.401}
{'text': 'try to do but', 'start': 4246.239, 'duration': 2.48}
{'text': "there's millions of scientists there's", 'start': 4247.12, 'duration': 3.2}
{'text': 'thousands of scientists out there', 'start': 4248.719, 'duration': 3.52}
{'text': 'like here at this great hospital that', 'start': 4250.32, 'duration': 3.68}
{'text': "don't work for him", 'start': 4252.239, 'duration': 4.081}
{'text': "their job doesn't depend on him that's", 'start': 4254.0, 'duration': 3.12}
{'text': 'not', 'start': 4256.32, 'duration': 2.879}
{'text': "they're the people there and by the way", 'start': 4257.12, 'duration': 3.68}
{'text': 'the scientists that are in charge by the', 'start': 4259.199, 'duration': 4.401}
{'text': 'way they will have the vaccine very soon', 'start': 4260.8, 'duration': 5.84}
{'text': "do you believe for a moment what he's", 'start': 4263.6, 'duration': 5.44}
{'text': 'telling you in light of all the lies', 'start': 4266.64, 'duration': 3.92}
{'text': "he's told you about", 'start': 4269.04, 'duration': 4.32}
{'text': 'the whole issue relating to covet he', 'start': 4270.56, 'duration': 4.88}
{'text': "still hasn't even acknowledged", 'start': 4273.36, 'duration': 4.799}
{'text': 'that he knew this was happening knew how', 'start': 4275.44, 'duration': 4.16}
{'text': 'dangerous was going to be', 'start': 4278.159, 'duration': 4.401}
{'text': "back in february and he didn't even tell", 'start': 4279.6, 'duration': 3.599}
{'text': 'you', 'start': 4282.56, 'duration': 3.52}
{'text': "he's on record as saying it he panicked", 'start': 4283.199, 'duration': 4.561}
{'text': 'or he just looked at the stock market', 'start': 4286.08, 'duration': 2.56}
{'text': 'one of the two', 'start': 4287.76, 'duration': 3.6}
{'text': 'because guess what a lot of people died', 'start': 4288.64, 'duration': 4.4}
{'text': 'and a lot more going to die unless he', 'start': 4291.36, 'duration': 4.96}
{'text': 'gets a lot smarter a lot quicker', 'start': 4293.04, 'duration': 6.72}
{'text': 'did you use the word smart so you said', 'start': 4296.32, 'duration': 5.2}
{'text': 'you went to delaware state but you', 'start': 4299.76, 'duration': 3.6}
{'text': 'forgot the name of your college', 'start': 4301.52, 'duration': 3.52}
{'text': "you didn't go to delaware state you", 'start': 4303.36, 'duration': 3.04}
{'text': 'graduated', 'start': 4305.04, 'duration': 3.199}
{'text': 'either the lowest or almost the lowest', 'start': 4306.4, 'duration': 3.36}
{'text': "in your class don't ever use the word", 'start': 4308.239, 'duration': 2.401}
{'text': 'smart with me', 'start': 4309.76, 'duration': 3.12}
{'text': 'by the way did you just did you one of', 'start': 4310.64, 'duration': 3.36}
{'text': 'the last big rallies', 'start': 4312.88, 'duration': 3.52}
{'text': 'he has and a reporter came up to him to', 'start': 4314.0, 'duration': 4.239}
{'text': 'ask him a question he said no no no', 'start': 4316.4, 'duration': 4.24}
{'text': 'stand back put on your mask put on a', 'start': 4318.239, 'duration': 3.041}
{'text': 'mask', 'start': 4320.64, 'duration': 3.76}
{'text': "have you been tested i'm way i'm way far", 'start': 4321.28, 'duration': 4.879}
{'text': 'away from those other people', 'start': 4324.4, 'duration': 3.68}
{'text': "that's what he said i can't i'm going to", 'start': 4326.159, 'duration': 4.08}
{'text': "be okay he's not worried about you", 'start': 4328.08, 'duration': 3.44}
{'text': "he's not worried about the people out", 'start': 4330.239, 'duration': 2.48}
{'text': "there breathing in one of them we've had", 'start': 4331.52, 'duration': 2.719}
{'text': 'no negativity', 'start': 4332.719, 'duration': 3.52}
{'text': "no negative effect we've had no negative", 'start': 4334.239, 'duration': 3.041}
{'text': "effect and we've had", 'start': 4336.239, 'duration': 2.96}
{'text': '35 40 thousand people want to need these', 'start': 4337.28, 'duration': 3.6}
{'text': 'rallies just quickly finish up because i', 'start': 4339.199, 'duration': 3.361}
{'text': 'want to move on to our next yes i would', 'start': 4340.88, 'duration': 3.52}
{'text': "he's been totally irresponsible the way", 'start': 4342.56, 'duration': 3.84}
{'text': 'in which he has handled', 'start': 4344.4, 'duration': 4.24}
{'text': 'the social distancing and people wearing', 'start': 4346.4, 'duration': 4.72}
{'text': 'masks basically encouraged him not to', 'start': 4348.64, 'duration': 4.96}
{'text': "all right he's a fool if you could get", 'start': 4351.12, 'duration': 4.16}
{'text': 'the crowds you would have done the same', 'start': 4353.6, 'duration': 3.28}
{'text': "thing but you can't nobody can gentlemen", 'start': 4355.28, 'duration': 2.8}
{'text': 'can we move on to the appearance', 'start': 4356.88, 'duration': 3.2}
{'text': "gentlemen i don't have i don't wear mess", 'start': 4358.08, 'duration': 3.44}
{'text': "like him every time you see him he's got", 'start': 4360.08, 'duration': 3.2}
{'text': 'a mask he could be speaking', 'start': 4361.52, 'duration': 3.6}
{'text': '200 feet away from it he shows up with', 'start': 4363.28, 'duration': 3.919}
{'text': "the biggest mask i've ever seen", 'start': 4365.12, 'duration': 4.88}
{'text': 'i will say you can do it you folks', 'start': 4367.199, 'duration': 4.641}
{'text': 'living in scranton and claymont and all', 'start': 4370.0, 'duration': 3.679}
{'text': 'the small towns and working-class towns', 'start': 4371.84, 'duration': 2.8}
{'text': 'in america', 'start': 4373.679, 'duration': 3.601}
{'text': 'how old are you doing this guy paid well', 'start': 4374.64, 'duration': 5.44}
{'text': 'total of 750 dollars in taxes', 'start': 4377.28, 'duration': 5.36}
{'text': "wait right now i understand you've", 'start': 4380.08, 'duration': 4.32}
{'text': 'agreed to the two minutes so please let', 'start': 4382.64, 'duration': 2.24}
{'text': 'him have it', 'start': 4384.4, 'duration': 3.44}
{'text': 'i get my time back the fact is that he', 'start': 4384.88, 'duration': 3.76}
{'text': 'has in fact', 'start': 4387.84, 'duration': 2.56}
{'text': "worked on this in a way that he's going", 'start': 4388.64, 'duration': 3.92}
{'text': 'to be the first president united states', 'start': 4390.4, 'duration': 5.36}
{'text': 'to leave office having fewer jobs in his', 'start': 4392.56, 'duration': 4.159}
{'text': 'administration', 'start': 4395.76, 'duration': 3.76}
{'text': 'than when he became president fewer jobs', 'start': 4396.719, 'duration': 4.401}
{'text': 'than when he became friends first one in', 'start': 4399.52, 'duration': 2.719}
{'text': 'american history', 'start': 4401.12, 'duration': 3.599}
{'text': 'secondly the people who have lost their', 'start': 4402.239, 'duration': 3.201}
{'text': 'jobs', 'start': 4404.719, 'duration': 2.321}
{'text': 'are those people who have been on the', 'start': 4405.44, 'duration': 3.84}
{'text': 'front lines those people who have been', 'start': 4407.04, 'duration': 4.0}
{'text': 'saving our lives those people who have', 'start': 4409.28, 'duration': 2.48}
{'text': 'been out there', 'start': 4411.04, 'duration': 2.56}
{'text': "dying people who've been putting", 'start': 4411.76, 'duration': 3.76}
{'text': 'themselves in a way to make sure', 'start': 4413.6, 'duration': 4.559}
{'text': 'that we could all try to make it and the', 'start': 4415.52, 'duration': 3.76}
{'text': 'idea that he is', 'start': 4418.159, 'duration': 4.481}
{'text': 'insisting that we go forward and open', 'start': 4419.28, 'duration': 5.52}
{'text': 'when you have almost half the states in', 'start': 4422.64, 'duration': 3.36}
{'text': 'america with a significant', 'start': 4424.8, 'duration': 3.84}
{'text': 'increase in covert deaths and covert', 'start': 4426.0, 'duration': 3.199}
{'text': 'cases', 'start': 4428.64, 'duration': 2.24}
{'text': 'in the united states america and he', 'start': 4429.199, 'duration': 3.281}
{'text': 'wants to open it up more', 'start': 4430.88, 'duration': 3.12}
{'text': 'why does he want to open it up why', 'start': 4432.48, 'duration': 3.12}
{'text': "doesn't he take care of the america", 'start': 4434.0, 'duration': 4.48}
{'text': "you can't fix the economy until you fix", 'start': 4435.6, 'duration': 4.079}
{'text': 'the covet crisis', 'start': 4438.48, 'duration': 3.12}
{'text': 'and he has no intention of doing', 'start': 4439.679, 'duration': 3.52}
{'text': 'anything about making it better', 'start': 4441.6, 'duration': 4.0}
{'text': 'for you all at home in terms of your', 'start': 4443.199, 'duration': 3.601}
{'text': 'health and your safety', 'start': 4445.6, 'duration': 3.76}
{'text': "schools why aren't schools open because", 'start': 4446.8, 'duration': 4.32}
{'text': 'it costs a lot of money to open them', 'start': 4449.36, 'duration': 2.4}
{'text': 'safely', 'start': 4451.12, 'duration': 2.559}
{'text': 'you know they were going to give his', 'start': 4451.76, 'duration': 3.04}
{'text': 'administration going to give the', 'start': 4453.679, 'duration': 2.0}
{'text': 'teachers and school', 'start': 4454.8, 'duration': 3.52}
{'text': 'students masks and then they decided no', 'start': 4455.679, 'duration': 4.0}
{'text': "couldn't do that because it's not a", 'start': 4458.32, 'duration': 2.8}
{'text': 'national emergency', 'start': 4459.679, 'duration': 3.601}
{'text': "not a national emergency they've done", 'start': 4461.12, 'duration': 3.2}
{'text': 'nothing to help', 'start': 4463.28, 'duration': 4.0}
{'text': "small businesses nothing they're closing", 'start': 4464.32, 'duration': 4.879}
{'text': 'one in six is now gone', 'start': 4467.28, 'duration': 4.959}
{'text': 'he ought to get on the job and take care', 'start': 4469.199, 'duration': 4.881}
{'text': 'of the needs of the american people', 'start': 4472.239, 'duration': 4.241}
{'text': "so we can't open safe right people want", 'start': 4474.08, 'duration': 3.28}
{'text': 'their places', 'start': 4476.48, 'duration': 2.719}
{'text': 'open they want to get back to their', 'start': 4477.36, 'duration': 3.6}
{'text': "people they'll be careful", 'start': 4479.199, 'duration': 4.081}
{'text': "but they want their schools i'm the one", 'start': 4480.96, 'duration': 4.0}
{'text': 'that brought back football by the way i', 'start': 4483.28, 'duration': 2.32}
{'text': 'brought back', 'start': 4484.96, 'duration': 4.0}
{'text': "big ten football it was me and i'm very", 'start': 4485.6, 'duration': 4.48}
{'text': 'happy to do it', 'start': 4488.96, 'duration': 3.199}
{'text': 'and all right people of ohio are very', 'start': 4490.08, 'duration': 3.84}
{'text': "proud of me as you well know there's a", 'start': 4492.159, 'duration': 2.641}
{'text': 'new report', 'start': 4493.92, 'duration': 3.68}
{'text': 'that in 2016 the year you were elected', 'start': 4494.8, 'duration': 4.879}
{'text': 'president and 2017', 'start': 4497.6, 'duration': 4.079}
{'text': 'your first year as president that you', 'start': 4499.679, 'duration': 4.401}
{'text': 'paid 750', 'start': 4501.679, 'duration': 5.601}
{'text': 'a year in federal income tax each of', 'start': 4504.08, 'duration': 3.599}
{'text': 'those', 'start': 4507.28, 'duration': 3.6}
{'text': 'years i know that you pay', 'start': 4507.679, 'duration': 5.201}
{'text': "a lot of other taxes but i'm asking you", 'start': 4510.88, 'duration': 3.279}
{'text': 'the specific question', 'start': 4512.88, 'duration': 4.319}
{'text': 'is it true that you paid 750 in', 'start': 4514.159, 'duration': 5.921}
{'text': 'federal income taxes each of those two', 'start': 4517.199, 'duration': 3.761}
{'text': 'years i paid', 'start': 4520.08, 'duration': 3.44}
{'text': 'millions of dollars in taxes millions of', 'start': 4520.96, 'duration': 3.199}
{'text': 'dollars', 'start': 4523.52, 'duration': 3.6}
{'text': 'of income tax and let me just tell you', 'start': 4524.159, 'duration': 5.201}
{'text': 'there was a story in one of the papers', 'start': 4527.12, 'duration': 5.28}
{'text': 'i paid 38 million dollars one year', 'start': 4529.36, 'duration': 5.359}
{'text': 'i paid 27 million show us your tax', 'start': 4532.4, 'duration': 3.04}
{'text': 'returns', 'start': 4534.719, 'duration': 3.121}
{'text': "i went uh you'll see it as soon as it's", 'start': 4535.44, 'duration': 3.44}
{'text': "finished you'll see it", 'start': 4537.84, 'duration': 2.64}
{'text': 'you know if you want to do go to the', 'start': 4538.88, 'duration': 4.4}
{'text': "board of elections there's a 118 page or", 'start': 4540.48, 'duration': 3.92}
{'text': 'so report', 'start': 4543.28, 'duration': 3.439}
{'text': 'that says everything i have every bank i', 'start': 4544.4, 'duration': 3.44}
{'text': "have i'm totally", 'start': 4546.719, 'duration': 2.96}
{'text': 'under leveraged because the assets are', 'start': 4547.84, 'duration': 3.12}
{'text': 'extremely good', 'start': 4549.679, 'duration': 3.681}
{'text': 'and we have a very we have a we i built', 'start': 4550.96, 'duration': 4.16}
{'text': "that i'm asking you a specific question", 'start': 4553.36, 'duration': 2.16}
{'text': 'which is', 'start': 4555.12, 'duration': 2.0}
{'text': 'let me tell you and i understand all of', 'start': 4555.52, 'duration': 3.84}
{'text': 'that i understand', 'start': 4557.12, 'duration': 4.32}
{'text': "no mr president i'm asking you a", 'start': 4559.36, 'duration': 3.12}
{'text': 'question', 'start': 4561.44, 'duration': 3.68}
{'text': 'will you tell us how much you paid in', 'start': 4562.48, 'duration': 4.32}
{'text': 'federal income taxes', 'start': 4565.12, 'duration': 5.28}
{'text': 'in 2016 and 2017. millions of dollars', 'start': 4566.8, 'duration': 5.12}
{'text': 'you paid millions of dollars millions of', 'start': 4570.4, 'duration': 3.68}
{'text': "dollars millions of dollars and you'll", 'start': 4571.92, 'duration': 3.2}
{'text': 'get to see it', 'start': 4574.08, 'duration': 3.68}
{'text': "and you'll get to see it but let me just", 'start': 4575.12, 'duration': 4.079}
{'text': 'chris let me just tell you something', 'start': 4577.76, 'duration': 3.68}
{'text': 'that it was the tax laws', 'start': 4579.199, 'duration': 4.561}
{'text': "i don't want to pay tax before i came", 'start': 4581.44, 'duration': 3.04}
{'text': 'here', 'start': 4583.76, 'duration': 2.32}
{'text': 'i was a private developer i was a', 'start': 4584.48, 'duration': 3.84}
{'text': 'private business people like every other', 'start': 4586.08, 'duration': 4.4}
{'text': "private person unless they're stupid", 'start': 4588.32, 'duration': 4.24}
{'text': "they go through the laws and that's what", 'start': 4590.48, 'duration': 4.32}
{'text': 'it is he passed a tax bill', 'start': 4592.56, 'duration': 4.4}
{'text': 'that gave us all these privileges for', 'start': 4594.8, 'duration': 3.439}
{'text': 'depreciation', 'start': 4596.96, 'duration': 3.92}
{'text': 'and for tax credits we build the', 'start': 4598.239, 'duration': 4.321}
{'text': 'building and we get tax credits like the', 'start': 4600.88, 'duration': 2.319}
{'text': 'hotel', 'start': 4602.56, 'duration': 2.56}
{'text': 'on pennsylvania avenue you get a massive', 'start': 4603.199, 'duration': 3.921}
{'text': 'which by the way was given to me', 'start': 4605.12, 'duration': 4.24}
{'text': 'by the obama administration if you can', 'start': 4607.12, 'duration': 3.2}
{'text': 'believe that', 'start': 4609.36, 'duration': 3.12}
{'text': 'now the man got fired right after that', 'start': 4610.32, 'duration': 3.76}
{'text': 'happened but president biden you want to', 'start': 4612.48, 'duration': 3.679}
{'text': 'respond yeah i do want to respond', 'start': 4614.08, 'duration': 5.84}
{'text': 'look the tax code that made him', 'start': 4616.159, 'duration': 5.841}
{'text': 'put him in a position that he pays less', 'start': 4619.92, 'duration': 4.0}
{'text': 'tax than a school teacher', 'start': 4622.0, 'duration': 4.08}
{'text': 'makes on the money a school teacher', 'start': 4623.92, 'duration': 3.52}
{'text': 'makes is because', 'start': 4626.08, 'duration': 3.599}
{'text': "of him take he says he's smart because", 'start': 4627.44, 'duration': 4.16}
{'text': 'he can take advantage of the tax', 'start': 4629.679, 'duration': 4.0}
{'text': 'code and he does take advantage of the', 'start': 4631.6, 'duration': 3.119}
{'text': "tax code that's why", 'start': 4633.679, 'duration': 2.721}
{'text': "i'm going to eliminate the trump tax", 'start': 4634.719, 'duration': 3.361}
{'text': "cuts and we're going to we're going to", 'start': 4636.4, 'duration': 3.36}
{'text': 'eliminate those taxes', 'start': 4638.08, 'duration': 3.52}
{'text': 'and make sure that we invest in the', 'start': 4639.76, 'duration': 3.04}
{'text': 'people who in fact', 'start': 4641.6, 'duration': 4.16}
{'text': 'need the help people out there need help', 'start': 4642.8, 'duration': 4.399}
{'text': "but why didn't you do it over 20 in the", 'start': 4645.76, 'duration': 6.08}
{'text': 'last 25 years', 'start': 4647.199, 'duration': 4.641}
{'text': "the mayor of moscow's wife gave your son", 'start': 4657.04, 'duration': 4.159}
{'text': 'three and a half million dollars', 'start': 4659.6, 'duration': 3.599}
{'text': 'what did he do to deserve it what did he', 'start': 4661.199, 'duration': 5.04}
{'text': 'do with baristas', 'start': 4663.199, 'duration': 3.04}
{'text': 'if not none of that is true mr', 'start': 4669.12, 'duration': 5.52}
{'text': 'president is totally president please', 'start': 4672.4, 'duration': 3.92}
{'text': 'totally discredited', 'start': 4674.64, 'duration': 3.599}
{'text': 'totally discredited and by the way well', 'start': 4676.32, 'duration': 3.12}
{'text': "wait he didn't get three and a half", 'start': 4678.239, 'duration': 2.241}
{'text': 'million dollars yeah', 'start': 4679.44, 'duration': 2.32}
{'text': 'mr vice president he got through the', 'start': 4680.48, 'duration': 3.6}
{'text': 'presidential dollars that is not true', 'start': 4681.76, 'duration': 5.36}
{'text': "really mr president it's an open", 'start': 4684.08, 'duration': 4.8}
{'text': 'discussion please', 'start': 4687.12, 'duration': 5.92}
{'text': "it's a fact well you have raised", 'start': 4688.88, 'duration': 4.16}
{'text': '[Music]', 'start': 4697.98, 'duration': 4.66}
{'text': 'my son did nothing wrong at first i', 'start': 4700.4, 'duration': 5.6}
{'text': 'think he did mr president', 'start': 4702.64, 'duration': 4.559}
{'text': "he doesn't want to let me answer because", 'start': 4706.0, 'duration': 3.6}
{'text': 'he knows i have the truth his position', 'start': 4707.199, 'duration': 3.361}
{'text': 'has been totally', 'start': 4709.6, 'duration': 4.0}
{'text': 'thoroughly disqualified by everybody', 'start': 4710.56, 'duration': 3.52}
{'text': 'well', 'start': 4713.6, 'duration': 3.119}
{'text': 'by the media by our allies by the world', 'start': 4714.08, 'duration': 4.88}
{'text': 'bank', 'start': 4716.719, 'duration': 2.241}
{'text': 'by everyone has discredited a matter of', 'start': 4719.679, 'duration': 3.121}
{'text': 'fact', 'start': 4722.32, 'duration': 3.2}
{'text': 'matter of fact people who testified', 'start': 4722.8, 'duration': 3.6}
{'text': 'under oath', 'start': 4725.52, 'duration': 3.6}
{'text': "so let me ask you this go ahead i'm", 'start': 4726.4, 'duration': 3.36}
{'text': 'listening to you', 'start': 4729.12, 'duration': 2.4}
{'text': "people under you've got three and a half", 'start': 4729.76, 'duration': 3.76}
{'text': 'testified', 'start': 4731.52, 'duration': 3.36}
{'text': 'testified under oath in his', 'start': 4733.52, 'duration': 4.08}
{'text': 'administration said i did my job and i', 'start': 4734.88, 'duration': 4.0}
{'text': 'did it very well', 'start': 4737.6, 'duration': 2.96}
{'text': "i did it i'd like to know who they are", 'start': 4738.88, 'duration': 3.359}
{'text': "every well i'll give you the list of the", 'start': 4740.56, 'duration': 3.44}
{'text': 'people who tested it', 'start': 4742.239, 'duration': 3.361}
{'text': "they've you've already fired most of", 'start': 4744.0, 'duration': 5.44}
{'text': 'them because they did a good job', 'start': 4745.6, 'duration': 6.96}
{'text': 'president trump you have often said that', 'start': 4749.44, 'duration': 4.56}
{'text': 'you believe you have done', 'start': 4752.56, 'duration': 4.0}
{'text': 'more for black americans than any', 'start': 4754.0, 'duration': 4.08}
{'text': 'president with the possible', 'start': 4756.56, 'duration': 4.08}
{'text': 'exception of abraham lincoln my question', 'start': 4758.08, 'duration': 3.92}
{'text': 'for the two of you', 'start': 4760.64, 'duration': 4.079}
{'text': 'is why should voters trust you rather', 'start': 4762.0, 'duration': 4.0}
{'text': 'than your opponent', 'start': 4764.719, 'duration': 3.44}
{'text': 'to deal with the race issues facing this', 'start': 4766.0, 'duration': 4.0}
{'text': 'country over the next four years', 'start': 4768.159, 'duration': 4.801}
{'text': "vice president biden you go first it's", 'start': 4770.0, 'duration': 3.28}
{'text': 'about', 'start': 4772.96, 'duration': 3.52}
{'text': "equity inequality it's about decency", 'start': 4773.28, 'duration': 5.84}
{'text': "it's about the constitution and we have", 'start': 4776.48, 'duration': 4.4}
{'text': 'never walked away from', 'start': 4779.12, 'duration': 4.32}
{'text': 'trying to quite require equity for', 'start': 4780.88, 'duration': 4.24}
{'text': 'everyone equality for the whole', 'start': 4783.44, 'duration': 4.64}
{'text': "of america but we've never accomplished", 'start': 4785.12, 'duration': 4.079}
{'text': "it but we've never", 'start': 4788.08, 'duration': 3.44}
{'text': 'walked away from it like he has done it', 'start': 4789.199, 'duration': 4.0}
{'text': 'is true the reason i got in the race is', 'start': 4791.52, 'duration': 3.199}
{'text': 'with those people close your eyes', 'start': 4793.199, 'duration': 2.801}
{'text': 'remember what those people look like', 'start': 4794.719, 'duration': 2.641}
{'text': 'coming out of the fields carrying', 'start': 4796.0, 'duration': 2.08}
{'text': 'torches', 'start': 4797.36, 'duration': 4.0}
{'text': 'their veins bulging sputing and just', 'start': 4798.08, 'duration': 4.88}
{'text': 'spewing anti-semitic', 'start': 4801.36, 'duration': 4.0}
{'text': 'bile and accompanied by the ku klux klan', 'start': 4802.96, 'duration': 3.92}
{'text': 'a young woman got killed', 'start': 4805.36, 'duration': 2.56}
{'text': 'and they asked the president what he', 'start': 4806.88, 'duration': 3.12}
{'text': 'thought he said they were very fine', 'start': 4807.92, 'duration': 4.88}
{'text': 'people on both sides no president has', 'start': 4810.0, 'duration': 3.76}
{'text': 'ever said anything', 'start': 4812.8, 'duration': 4.399}
{'text': 'like that it is no second sir', 'start': 4813.76, 'duration': 5.84}
