{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': 'their bootstraps thank you Sam for', 'start': 10661.22, 'duration': 3.42}
{'text': 'reminding me of that which is what it', 'start': 10663.02, 'duration': 3.0}
{'text': "seems like you're trying to put the onus", 'start': 10664.64, 'duration': 3.839}
{'text': 'on black people to do now what I can say', 'start': 10666.02, 'duration': 5.28}
{'text': 'is again at the individual level yes my', 'start': 10668.479, 'duration': 5.041}
{'text': 'mother did a lot my mother was in abject', 'start': 10671.3, 'duration': 5.58}
{'text': 'poverty when uh the year uh after I was', 'start': 10673.52, 'duration': 5.339}
{'text': 'born we were on welfare she eventually', 'start': 10676.88, 'duration': 3.899}
{'text': "went back to school got a master's", 'start': 10678.859, 'duration': 3.12}
{'text': "degree now it's in the upper middle", 'start': 10680.779, 'duration': 3.0}
{'text': 'class has owned several homes in her own', 'start': 10681.979, 'duration': 3.601}
{'text': 'private practice she did all of these', 'start': 10683.779, 'duration': 3.481}
{'text': 'things despite the property but I', 'start': 10685.58, 'duration': 3.48}
{'text': 'obviously in my own personal opinion I', 'start': 10687.26, 'duration': 3.059}
{'text': 'believe that God had a big hand in that', 'start': 10689.06, 'duration': 2.7}
{'text': 'but the fact of the matter was her', 'start': 10690.319, 'duration': 3.781}
{'text': 'tenacity helped her really push past', 'start': 10691.76, 'duration': 4.98}
{'text': "that I know most people don't have that", 'start': 10694.1, 'duration': 4.74}
{'text': "tenacity so then it's crazy to me", 'start': 10696.74, 'duration': 3.36}
{'text': "knowing that most people don't have that", 'start': 10698.84, 'duration': 2.939}
{'text': 'tenacity that you expect black people to', 'start': 10700.1, 'duration': 3.12}
{'text': "do that when white people wouldn't do it", 'start': 10701.779, 'duration': 3.421}
{'text': 'in the same situation can I ask economic', 'start': 10703.22, 'duration': 4.74}
{'text': 'wait really quick last Point economic', 'start': 10705.2, 'duration': 4.8}
{'text': 'Mobility is just something that is', 'start': 10707.96, 'duration': 3.42}
{'text': 'really really difficult in this country', 'start': 10710.0, 'duration': 3.479}
{'text': 'for white people and black people alike', 'start': 10711.38, 'duration': 3.66}
{'text': "and the things that you're generalizing", 'start': 10713.479, 'duration': 3.181}
{'text': 'about black people are specifically', 'start': 10715.04, 'duration': 3.72}
{'text': 'poverty in black people because middle', 'start': 10716.66, 'duration': 4.02}
{'text': 'class black people do not have the same', 'start': 10718.76, 'duration': 3.48}
{'text': 'exact issues these are two different', 'start': 10720.68, 'duration': 4.38}
{'text': 'things can I throw can I just toss the', 'start': 10722.24, 'duration': 3.9}
{'text': 'little grenade and then you guys could', 'start': 10725.06, 'duration': 3.54}
{'text': "talk around it I'm just I'm so sorry I'm", 'start': 10726.14, 'duration': 5.82}
{'text': 'curious go ahead', 'start': 10728.6, 'duration': 5.219}
{'text': 'sorry at this moment wait hold on I got', 'start': 10731.96, 'duration': 3.0}
{'text': 'it hold on hold on hold on hold on', 'start': 10733.819, 'duration': 3.901}
{'text': 'listen the idea that wait I just want to', 'start': 10734.96, 'duration': 3.479}
{'text': 'throw in a little thing and then you', 'start': 10737.72, 'duration': 2.52}
{'text': "it'll it's supporting your point I'm", 'start': 10738.439, 'duration': 2.941}
{'text': 'just curious I just want to hear fnatic', 'start': 10740.24, 'duration': 2.699}
{'text': 'and you guys talk about this okay all', 'start': 10741.38, 'duration': 3.899}
{'text': "right so it's been said by some people I", 'start': 10742.939, 'duration': 4.201}
{'text': "think phonetic that and I'm curious you", 'start': 10745.279, 'duration': 2.941}
{'text': 'can provide me an example and shut it', 'start': 10747.14, 'duration': 2.46}
{'text': "down okay because this lady's turning me", 'start': 10748.22, 'duration': 3.24}
{'text': "into a Nazi Okay no Okay but I'm just", 'start': 10749.6, 'duration': 3.48}
{'text': 'this this is just a talking point okay', 'start': 10751.46, 'duration': 3.18}
{'text': 'okay', 'start': 10753.08, 'duration': 3.48}
{'text': 'I think that one of the unique issues', 'start': 10754.64, 'duration': 3.48}
{'text': 'that surrounds the black community when', 'start': 10756.56, 'duration': 2.58}
{'text': 'you talk about how like the US', 'start': 10758.12, 'duration': 2.46}
{'text': "government sees that like people can't", 'start': 10759.14, 'duration': 2.639}
{'text': 'lift themselves out of poverty people', 'start': 10760.58, 'duration': 3.18}
{'text': 'into it I think the issue is that you', 'start': 10761.779, 'duration': 3.601}
{'text': 'have had groups of people come to the', 'start': 10763.76, 'duration': 3.12}
{'text': 'United States and it seems like they did', 'start': 10765.38, 'duration': 3.059}
{'text': 'do that that Italians came to the United', 'start': 10766.88, 'duration': 2.7}
{'text': 'States Irishman came to the United', 'start': 10768.439, 'duration': 2.701}
{'text': 'States and when these people got here', 'start': 10769.58, 'duration': 3.359}
{'text': 'they were poor they were disenfranchised', 'start': 10771.14, 'duration': 3.0}
{'text': 'and oftentimes they were discriminated', 'start': 10772.939, 'duration': 3.0}
{'text': 'against by the communities that they', 'start': 10774.14, 'duration': 3.6}
{'text': 'came to try to integrate into a lot of', 'start': 10775.939, 'duration': 2.941}
{'text': "people didn't like Italians and Irish", 'start': 10777.74, 'duration': 2.88}
{'text': 'people when they got to New York a lot', 'start': 10778.88, 'duration': 2.82}
{'text': 'of people put up signs of scrimming', 'start': 10780.62, 'duration': 2.4}
{'text': 'against them but these people managed to', 'start': 10781.7, 'duration': 3.3}
{'text': 'like etch out communities etch out their', 'start': 10783.02, 'duration': 3.24}
{'text': 'own ghettos they created their own', 'start': 10785.0, 'duration': 2.399}
{'text': 'economic opportunities and they', 'start': 10786.26, 'duration': 2.219}
{'text': 'eventually like worked their way through', 'start': 10787.399, 'duration': 2.46}
{'text': 'things early Chinese people Asian', 'start': 10788.479, 'duration': 2.401}
{'text': 'Americans that came to the United States', 'start': 10789.859, 'duration': 2.46}
{'text': 'were building railroads also had', 'start': 10790.88, 'duration': 2.88}
{'text': 'cultures that enabled them to kind of', 'start': 10792.319, 'duration': 3.061}
{'text': 'like grow out of things that when you', 'start': 10793.76, 'duration': 3.84}
{'text': 'talk about like the like fdrs programs', 'start': 10795.38, 'duration': 3.42}
{'text': "all these things these weren't programs", 'start': 10797.6, 'duration': 3.48}
{'text': 'that were made to uplift specific like', 'start': 10798.8, 'duration': 3.479}
{'text': 'white communities they might have been', 'start': 10801.08, 'duration': 2.58}
{'text': "discriminatory but it wasn't like they", 'start': 10802.279, 'duration': 2.58}
{'text': 'were saying here was a [\xa0__\xa0] ethnic', 'start': 10803.66, 'duration': 2.94}
{'text': 'group we need to help them it seems like', 'start': 10804.859, 'duration': 2.881}
{'text': 'a lot of the ethnic groups in the United', 'start': 10806.6, 'duration': 2.64}
{'text': 'States have been able to kind of help', 'start': 10807.74, 'duration': 3.6}
{'text': "themselves yeah so I'm kind of curious", 'start': 10809.24, 'duration': 4.619}
{'text': 'just as a little question like it seems', 'start': 10811.34, 'duration': 4.38}
{'text': 'like for the black Community this has', 'start': 10813.859, 'duration': 3.841}
{'text': 'been a particular Challenge and there', 'start': 10815.72, 'duration': 4.2}
{'text': "weren't like programs made for the Irish", 'start': 10817.7, 'duration': 4.44}
{'text': 'to succeed for Italian succeed even for', 'start': 10819.92, 'duration': 5.3}
{'text': 'Hispanic people to succeed well yeah', 'start': 10822.14, 'duration': 5.94}
{'text': "wait wait no no hold on you're gonna die", 'start': 10825.22, 'duration': 4.78}
{'text': "I did Cut Her Off I did cut off I'm so", 'start': 10828.08, 'duration': 3.12}
{'text': "sorry okay oh yeah you're right you're", 'start': 10830.0, 'duration': 4.08}
{'text': 'right yeah okay so first of all black', 'start': 10831.2, 'duration': 5.34}
{'text': 'men have had have had access to not only', 'start': 10834.08, 'duration': 4.88}
{'text': 'welfare', 'start': 10836.54, 'duration': 2.42}
{'text': 'as well so when you come up here and you', 'start': 10839.3, 'duration': 5.22}
{'text': 'and you say other other um minorities or', 'start': 10841.22, 'duration': 4.74}
{'text': 'marginalized groups of people have come', 'start': 10844.52, 'duration': 3.18}
{'text': "here and they've been given", 'start': 10845.96, 'duration': 4.439}
{'text': 'um government social support so have', 'start': 10847.7, 'duration': 5.4}
{'text': 'black men as a matter of fact I refer to', 'start': 10850.399, 'duration': 4.92}
{'text': 'the Moynihan report black men had access', 'start': 10853.1, 'duration': 4.32}
{'text': 'to welfare before even black women did', 'start': 10855.319, 'duration': 4.321}
{'text': 'they they were they were one of the', 'start': 10857.42, 'duration': 4.26}
{'text': 'first groups to have access to welfare', 'start': 10859.64, 'duration': 4.74}
{'text': 'because they were crippling the economy', 'start': 10861.68, 'duration': 6.139}
{'text': 'in the at that time', 'start': 10864.38, 'duration': 3.439}
{'text': 'have never had they have had help they', 'start': 10867.939, 'duration': 5.681}
{'text': "don't help themselves okay so let me", 'start': 10871.34, 'duration': 3.599}
{'text': "respond to Destiny and then I'll respond", 'start': 10873.62, 'duration': 2.88}
{'text': 'to the thing that you just said okay so', 'start': 10874.939, 'duration': 3.241}
{'text': 'number one when you start talking about', 'start': 10876.5, 'duration': 3.24}
{'text': 'like the economic mobility of people', 'start': 10878.18, 'duration': 3.24}
{'text': 'like the Irish and things like that they', 'start': 10879.74, 'duration': 3.0}
{'text': 'had the complexion for the protection', 'start': 10881.42, 'duration': 4.26}
{'text': 'the average Irish immigration into this', 'start': 10882.74, 'duration': 6.0}
{'text': 'country was from 1820 until 1930. the', 'start': 10885.68, 'duration': 5.759}
{'text': 'new deal was not expressly um excluded', 'start': 10888.74, 'duration': 5.28}
{'text': 'from Irishmen when the country was at', 'start': 10891.439, 'duration': 5.221}
{'text': 'its worst Irishman being white had', 'start': 10894.02, 'duration': 4.86}
{'text': 'access to all of the benefits and all of', 'start': 10896.66, 'duration': 4.26}
{'text': 'the aimed that was guided at helping', 'start': 10898.88, 'duration': 4.2}
{'text': 'them they were always white so they', 'start': 10900.92, 'duration': 3.66}
{'text': "didn't encounter the same discrimination", 'start': 10903.08, 'duration': 3.3}
{'text': 'if you watched the other video that I', 'start': 10904.58, 'duration': 3.859}
{'text': 'did about the black and brown myth', 'start': 10906.38, 'duration': 5.28}
{'text': 'Hispanic people have always have largely', 'start': 10908.439, 'duration': 4.96}
{'text': 'until the Civil Rights Act actually', 'start': 10911.66, 'duration': 4.02}
{'text': 'passed they were considered white as', 'start': 10913.399, 'duration': 4.5}
{'text': 'well and still are so they were not', 'start': 10915.68, 'duration': 3.48}
{'text': 'segregated in the same the way that', 'start': 10917.899, 'duration': 3.0}
{'text': 'black people were Hispanic people were', 'start': 10919.16, 'duration': 3.3}
{'text': 'allowed to go to education to the same', 'start': 10920.899, 'duration': 3.54}
{'text': 'schools as their white counterparts as', 'start': 10922.46, 'duration': 4.26}
{'text': 'were Asians black people were the only', 'start': 10924.439, 'duration': 3.601}
{'text': 'ones who were deprived of Education in', 'start': 10926.72, 'duration': 2.88}
{'text': 'that way black people were the ones who', 'start': 10928.04, 'duration': 4.2}
{'text': 'were specific expressly forbidden from', 'start': 10929.6, 'duration': 4.86}
{'text': 'being able to testify in court the Jim', 'start': 10932.24, 'duration': 5.1}
{'text': 'Crow was aimed specifically at black men', 'start': 10934.46, 'duration': 5.58}
{'text': 'not people of color people of color and', 'start': 10937.34, 'duration': 4.82}
{'text': "colored people wasn't a phrase until", 'start': 10940.04, 'duration': 4.68}
{'text': '1968. so all of this time the civil', 'start': 10942.16, 'duration': 3.46}
{'text': 'rights movement has already happened', 'start': 10944.72, 'duration': 2.34}
{'text': "we've already passed the Civil Rights", 'start': 10945.62, 'duration': 3.6}
{'text': "Act of 1964. we've already passed a", 'start': 10947.06, 'duration': 4.32}
{'text': 'Civil Rights Act of 1968 the fair', 'start': 10949.22, 'duration': 4.02}
{'text': 'housing act so all of these things have', 'start': 10951.38, 'duration': 4.2}
{'text': 'happened and these are after after the', 'start': 10953.24, 'duration': 4.56}
{'text': 'New Deal has already provided homes and', 'start': 10955.58, 'duration': 4.44}
{'text': 'the GI bill has made up 20 of all new', 'start': 10957.8, 'duration': 3.3}
{'text': 'homes and which has been largely', 'start': 10960.02, 'duration': 3.0}
{'text': 'excluded to black men and you have the', 'start': 10961.1, 'duration': 4.5}
{'text': 'obviously the um the FHA and the holc', 'start': 10963.02, 'duration': 4.44}
{'text': 'and all of these different programs that', 'start': 10965.6, 'duration': 3.48}
{'text': 'are specific in job training programs', 'start': 10967.46, 'duration': 3.6}
{'text': 'that were specifically aimed at white', 'start': 10969.08, 'duration': 4.199}
{'text': 'people so when you ask how did um the', 'start': 10971.06, 'duration': 4.44}
{'text': 'Irish people achieve their economic', 'start': 10973.279, 'duration': 4.801}
{'text': 'Mobility the government helped them and', 'start': 10975.5, 'duration': 4.5}
{'text': 'this but the government has never lent', 'start': 10978.08, 'duration': 3.72}
{'text': "its hand in the exact same way you'll", 'start': 10980.0, 'duration': 3.66}
{'text': 'give us welfare black people have had', 'start': 10981.8, 'duration': 4.32}
{'text': 'access to welfare welfare is not the', 'start': 10983.66, 'duration': 4.26}
{'text': 'same as the GI bill as it used to be', 'start': 10986.12, 'duration': 3.779}
{'text': "it's definitely they've never done the", 'start': 10987.92, 'duration': 4.32}
{'text': 'same loan the uh low to zero interest', 'start': 10989.899, 'duration': 4.201}
{'text': 'loans that they did back in that point', 'start': 10992.24, 'duration': 4.5}
{'text': 'they gave white people specifically when', 'start': 10994.1, 'duration': 3.78}
{'text': 'it came to', 'start': 10996.74, 'duration': 3.0}
{'text': 'um housing that gave white people', 'start': 10997.88, 'duration': 3.96}
{'text': 'single-family units at which they could', 'start': 10999.74, 'duration': 4.92}
{'text': 'live in near industrial centers that', 'start': 11001.84, 'duration': 5.519}
{'text': 'were expressly owned um exclusively', 'start': 11004.66, 'duration': 4.56}
{'text': 'white communities and then left the', 'start': 11007.359, 'duration': 3.96}
{'text': 'cities with nothing and black people', 'start': 11009.22, 'duration': 3.719}
{'text': 'were largely relegated to the cities', 'start': 11011.319, 'duration': 4.08}
{'text': "because of this and that's why the the", 'start': 11012.939, 'duration': 4.981}
{'text': 'culture of poverty has been some', 'start': 11015.399, 'duration': 4.561}
{'text': 'somewhat restricted to that area area in', 'start': 11017.92, 'duration': 3.479}
{'text': 'the way that it has and the government', 'start': 11019.96, 'duration': 3.24}
{'text': 'has never rectified that which is the', 'start': 11021.399, 'duration': 2.941}
{'text': 'reason why Mars is asking for', 'start': 11023.2, 'duration': 2.88}
{'text': "reparations and that's why you see the", 'start': 11024.34, 'duration': 3.84}
{'text': 'different Mobility between the two hold', 'start': 11026.08, 'duration': 4.44}
{'text': 'on hold on hold on hold on', 'start': 11028.18, 'duration': 5.94}
{'text': "why do you think it's and I'm and I'm", 'start': 11030.52, 'duration': 5.16}
{'text': "not and I'm not saying this I'm not", 'start': 11034.12, 'duration': 2.94}
{'text': 'trying to be like cold-hearted or', 'start': 11035.68, 'duration': 4.56}
{'text': 'anything but why do you think if a group', 'start': 11037.06, 'duration': 5.759}
{'text': 'of of men or people are trying to', 'start': 11040.24, 'duration': 5.4}
{'text': 'maintain their status quo their power', 'start': 11042.819, 'duration': 5.401}
{'text': 'structure why why do you think that they', 'start': 11045.64, 'duration': 5.88}
{'text': 'would give you a handout why why like I', 'start': 11048.22, 'duration': 5.4}
{'text': "don't even understand why that's even a", 'start': 11051.52, 'duration': 3.839}
{'text': 'talking point like oh well they help the', 'start': 11053.62, 'duration': 3.8}
{'text': 'white people they should help us why', 'start': 11055.359, 'duration': 4.861}
{'text': "you're men I'm sorry so now you're", 'start': 11057.42, 'duration': 4.54}
{'text': "moving the conversation you're not", 'start': 11060.22, 'duration': 4.98}
{'text': "moving I know you're like I know I heard", 'start': 11061.96, 'duration': 5.1}
{'text': "your question and I'm responding so the", 'start': 11065.2, 'duration': 3.36}
{'text': 'original point that you were asking the', 'start': 11067.06, 'duration': 3.12}
{'text': "first question was why aren't black", 'start': 11068.56, 'duration': 3.0}
{'text': 'people pulling themselves up and my', 'start': 11070.18, 'duration': 3.599}
{'text': 'response to that is that black men black', 'start': 11071.56, 'duration': 3.9}
{'text': 'men right I got you fine even though', 'start': 11073.779, 'duration': 3.12}
{'text': 'obviously black women are significantly', 'start': 11075.46, 'duration': 3.3}
{'text': 'the highest group in poverty as well now', 'start': 11076.899, 'duration': 4.981}
{'text': 'because of black men sure sure listen I', 'start': 11078.76, 'duration': 4.139}
{'text': "don't care about your blending I'm gonna", 'start': 11081.88, 'duration': 2.58}
{'text': 'finish my point hold on let me finish my', 'start': 11082.899, 'duration': 3.781}
{'text': "point let me finish my point so so I'm", 'start': 11084.46, 'duration': 4.979}
{'text': 'gonna finish my point so again now the', 'start': 11086.68, 'duration': 3.78}
{'text': 'first question you asked me was', 'start': 11089.439, 'duration': 2.941}
{'text': "originally why aren't black people", 'start': 11090.46, 'duration': 3.66}
{'text': 'pulling themselves black men pulling', 'start': 11092.38, 'duration': 3.72}
{'text': 'themselves up by their bootstraps now', 'start': 11094.12, 'duration': 4.08}
{'text': "you're asking me do you think that it's", 'start': 11096.1, 'duration': 4.74}
{'text': 'likely or reasonable to expect white', 'start': 11098.2, 'duration': 4.8}
{'text': 'people who have been in power and have', 'start': 11100.84, 'duration': 3.78}
{'text': 'largely contributed to the space that', 'start': 11103.0, 'duration': 4.2}
{'text': 'black men are do you expect them to give', 'start': 11104.62, 'duration': 4.08}
{'text': "the handouts that they're that are right", 'start': 11107.2, 'duration': 3.96}
{'text': "but not to give the same age I'm gonna", 'start': 11108.7, 'duration': 4.92}
{'text': 'finish let me finish responding you no', 'start': 11111.16, 'duration': 5.4}
{'text': 'no you asked a question I misunderstand', 'start': 11113.62, 'duration': 4.92}
{'text': "what I'm asking you sure I'm asking you", 'start': 11116.56, 'duration': 3.9}
{'text': 'this question because Steven just', 'start': 11118.54, 'duration': 3.66}
{'text': 'Stephen just gave you a whole bunch of', 'start': 11120.46, 'duration': 3.899}
{'text': 'examples and I responded to his pretty', 'start': 11122.2, 'duration': 5.279}
{'text': 'adequately of other oppressed minority', 'start': 11124.359, 'duration': 4.561}
{'text': 'groups they want to press in the same', 'start': 11127.479, 'duration': 3.241}
{'text': 'way as I explained to you Asian people', 'start': 11128.92, 'duration': 3.72}
{'text': 'were white Chinese people were white', 'start': 11130.72, 'duration': 4.679}
{'text': "Hispanic people are white so if you're", 'start': 11132.64, 'duration': 4.259}
{'text': "talking about oppression they didn't", 'start': 11135.399, 'duration': 3.42}
{'text': 'experience the same oppression so making', 'start': 11136.899, 'duration': 3.721}
{'text': "that comparison doesn't make sense when", 'start': 11138.819, 'duration': 4.681}
{'text': 'education education education is one of', 'start': 11140.62, 'duration': 5.52}
{'text': 'the most significant significant', 'start': 11143.5, 'duration': 5.52}
{'text': 'um tools for economic Mobility education', 'start': 11146.14, 'duration': 6.36}
{'text': 'was specifically and exclusively denied', 'start': 11149.02, 'duration': 6.839}
{'text': 'to black people Chinese people and age', 'start': 11152.5, 'duration': 5.52}
{'text': "I'm Asian people and Hispanic people", 'start': 11155.859, 'duration': 5.521}
{'text': 'were not excluded Brown versus Board of', 'start': 11158.02, 'duration': 6.08}
{'text': 'Education only applied to black people', 'start': 11161.38, 'duration': 5.04}
{'text': 'Asians and Hispanics were already', 'start': 11164.1, 'duration': 4.06}
{'text': 'allowed in those schools so when you', 'start': 11166.42, 'duration': 3.3}
{'text': 'start talking about the educational', 'start': 11168.16, 'duration': 4.319}
{'text': 'deprivation or the economic deprivation', 'start': 11169.72, 'duration': 5.46}
{'text': 'or the transportation deprivation or', 'start': 11172.479, 'duration': 4.321}
{'text': 'this government service programs', 'start': 11175.18, 'duration': 3.299}
{'text': 'deprivation all of those were', 'start': 11176.8, 'duration': 4.679}
{'text': "exclusively aimed at black people that's", 'start': 11178.479, 'duration': 5.401}
{'text': 'the different okay so Mr fnatic this is', 'start': 11181.479, 'duration': 4.141}
{'text': 'what I have to say about about the born', 'start': 11183.88, 'duration': 3.72}
{'text': 'of a Brown versus the Board of Education', 'start': 11185.62, 'duration': 4.08}
{'text': 'did you not just complain about the', 'start': 11187.6, 'duration': 4.679}
{'text': 'school to prison Pipeline and who who', 'start': 11189.7, 'duration': 4.8}
{'text': 'advocated who who brought that to the', 'start': 11192.279, 'duration': 4.561}
{'text': 'Supreme Court who was that', 'start': 11194.5, 'duration': 4.08}
{'text': 'what the the brown the brothers Board of', 'start': 11196.84, 'duration': 5.099}
{'text': 'Education yeah black people', 'start': 11198.58, 'duration': 6.859}
{'text': 'no well specifically the NAACP', 'start': 11201.939, 'duration': 6.901}
{'text': 'it was black men so you wanted to you', 'start': 11205.439, 'duration': 5.081}
{'text': 'wanted to integrate into a society that', 'start': 11208.84, 'duration': 3.54}
{'text': "did not want you I'm sorry wait did you", 'start': 11210.52, 'duration': 3.0}
{'text': 'think that there were no black women in', 'start': 11212.38, 'duration': 2.82}
{'text': 'the NAACP is that what is that what you', 'start': 11213.52, 'duration': 4.32}
{'text': "were saying let me finish now you're", 'start': 11215.2, 'duration': 4.14}
{'text': 'complaining about the way that that', 'start': 11217.84, 'duration': 3.84}
{'text': 'education system is treating you and the', 'start': 11219.34, 'duration': 3.72}
{'text': 'outcomes that the children are having', 'start': 11221.68, 'duration': 4.139}
{'text': 'but this is what you advocated for this', 'start': 11223.06, 'duration': 4.379}
{'text': "is what you fought for and you're", 'start': 11225.819, 'duration': 4.321}
{'text': 'surprised when a group of people in a', 'start': 11227.439, 'duration': 5.401}
{'text': 'power structure who who literally said', 'start': 11230.14, 'duration': 5.16}
{'text': "don't run into that burning house we", 'start': 11232.84, 'duration': 5.04}
{'text': "don't want you here but you pushed and", 'start': 11235.3, 'duration': 4.559}
{'text': 'you advocated and you fought to', 'start': 11237.88, 'duration': 4.439}
{'text': 'integrate into their system into their', 'start': 11239.859, 'duration': 5.281}
{'text': 'pedagogy and into the society are you', 'start': 11242.319, 'duration': 5.281}
{'text': 'serious okay so it sounds', 'start': 11245.14, 'duration': 5.16}
{'text': 'it sounds to me', 'start': 11247.6, 'duration': 4.259}
{'text': "I'm not helping you and as men you're", 'start': 11250.3, 'duration': 3.9}
{'text': 'not helping yourselves it sounds to me', 'start': 11251.859, 'duration': 4.92}
{'text': "like you're you're you're okay so", 'start': 11254.2, 'duration': 4.02}
{'text': "obviously when you're living in a", 'start': 11256.779, 'duration': 3.421}
{'text': 'society a society is going to be', 'start': 11258.22, 'duration': 4.2}
{'text': 'developed by a bunch of systems right', 'start': 11260.2, 'duration': 4.8}
{'text': 'like the educational system right we', 'start': 11262.42, 'duration': 4.2}
{'text': 'obviously recognize that education is', 'start': 11265.0, 'duration': 4.02}
{'text': 'the greatest tool one of if one of the', 'start': 11266.62, 'duration': 4.44}
{'text': 'three greatest tools for economic', 'start': 11269.02, 'duration': 4.68}
{'text': 'Mobility but when that education is', 'start': 11271.06, 'duration': 4.799}
{'text': 'deprived from black people then they', 'start': 11273.7, 'duration': 3.659}
{'text': 'obviously recognize that they need to be', 'start': 11275.859, 'duration': 3.301}
{'text': 'able to get access to the same thing', 'start': 11277.359, 'duration': 4.141}
{'text': 'that white people have for because at', 'start': 11279.16, 'duration': 4.08}
{'text': 'the time they were under the rule of', 'start': 11281.5, 'duration': 3.359}
{'text': 'fleshy versus Ferguson which said', 'start': 11283.24, 'duration': 4.02}
{'text': 'separate but equal but as you know as', 'start': 11284.859, 'duration': 4.321}
{'text': "I'm sure everyone else knows it wasn't", 'start': 11287.26, 'duration': 4.679}
{'text': "it wasn't equal the schools and black", 'start': 11289.18, 'duration': 4.44}
{'text': 'communities were like largely', 'start': 11291.939, 'duration': 3.54}
{'text': 'underfunded and they still are the', 'start': 11293.62, 'duration': 4.199}
{'text': 'school um the all of the things that', 'start': 11295.479, 'duration': 3.481}
{'text': 'were supposed to be separate but equal', 'start': 11297.819, 'duration': 3.241}
{'text': 'were not the same the universities in', 'start': 11298.96, 'duration': 4.019}
{'text': 'black and in the the black universities', 'start': 11301.06, 'duration': 4.2}
{'text': 'were horrendously underfunded they', 'start': 11302.979, 'duration': 3.901}
{'text': "didn't have the same like they just", 'start': 11305.26, 'duration': 3.42}
{'text': "didn't have the the same access to", 'start': 11306.88, 'duration': 3.84}
{'text': 'education as white people did and and', 'start': 11308.68, 'duration': 4.02}
{'text': 'the idea that they were going to hold on', 'start': 11310.72, 'duration': 5.82}
{'text': 'the idea the ID the idea the the idea', 'start': 11312.7, 'duration': 6.06}
{'text': 'the idea that you were going to try to', 'start': 11316.54, 'duration': 3.84}
{'text': 'for the idea that you were going to try', 'start': 11318.76, 'duration': 3.3}
{'text': "to force them or that you're the same", 'start': 11320.38, 'duration': 2.64}
{'text': "way that you're asking me this question", 'start': 11322.06, 'duration': 2.58}
{'text': "now the idea that you're going to force", 'start': 11323.02, 'duration': 3.54}
{'text': 'them to give the adequate funding such', 'start': 11324.64, 'duration': 3.719}
{'text': 'that they would be able to give um like', 'start': 11326.56, 'duration': 3.06}
{'text': 'that these schools would be equal was', 'start': 11328.359, 'duration': 3.12}
{'text': 'ridiculous as opposed to that the', 'start': 11329.62, 'duration': 4.62}
{'text': 'concept was if we can find a way of', 'start': 11331.479, 'duration': 3.96}
{'text': "integrating into these schools we'll", 'start': 11334.24, 'duration': 2.579}
{'text': 'have access to the same same', 'start': 11335.439, 'duration': 4.38}
{'text': 'opportunities fortunately it worked I', 'start': 11336.819, 'duration': 4.741}
{'text': 'was happy to I happened to go to a', 'start': 11339.819, 'duration': 2.641}
{'text': 'school', 'start': 11341.56, 'duration': 3.9}
{'text': 'um that was exclusively exclusively', 'start': 11342.46, 'duration': 5.819}
{'text': 'white I was not the only I was the oh I', 'start': 11345.46, 'duration': 6.479}
{'text': 'was I was I was I was I was I was I was', 'start': 11348.279, 'duration': 6.361}
{'text': 'the only I was the only black person in', 'start': 11351.939, 'duration': 3.96}
{'text': 'the school that I went to I mean in', 'start': 11354.64, 'duration': 3.24}
{'text': "almost all of my classes it'd be one or", 'start': 11355.899, 'duration': 4.981}
{'text': 'one of two or one of one in all of my', 'start': 11357.88, 'duration': 6.479}
{'text': 'elementary schools hold on hold on hold', 'start': 11360.88, 'duration': 6.96}
{'text': 'on if you can let me finish so so okay I', 'start': 11364.359, 'duration': 7.381}
{'text': 'got you I got you I got got you I got', 'start': 11367.84, 'duration': 7.08}
{'text': 'you and and even and even though and', 'start': 11371.74, 'duration': 5.699}
{'text': "even and even though I was the only it's", 'start': 11374.92, 'duration': 4.14}
{'text': 'crazy to me how you keep on interrupting', 'start': 11377.439, 'duration': 4.021}
{'text': "this way it's absolutely absurd to me", 'start': 11379.06, 'duration': 4.08}
{'text': 'and then you get actually indignant', 'start': 11381.46, 'duration': 3.359}
{'text': 'every time I interrupt you and half the', 'start': 11383.14, 'duration': 2.759}
{'text': "time when I'm not even interrupting", 'start': 11384.819, 'duration': 4.441}
{'text': "anyway it's crazy to me because using", 'start': 11385.899, 'duration': 5.701}
{'text': 'that example it seemed like it had a', 'start': 11389.26, 'duration': 4.559}
{'text': 'profound effect such that I was able to', 'start': 11391.6, 'duration': 6.6}
{'text': 'outscore 95 of my state when it came to', 'start': 11393.819, 'duration': 6.901}
{'text': "State Testing in high school that's", 'start': 11398.2, 'duration': 5.1}
{'text': 'after going to this wide school had I', 'start': 11400.72, 'duration': 4.2}
{'text': 'probably gone to one of those deprived', 'start': 11403.3, 'duration': 2.82}
{'text': "schools where I didn't have access to", 'start': 11404.92, 'duration': 2.88}
{'text': 'that education I probably would have', 'start': 11406.12, 'duration': 3.6}
{'text': "been a little bit different so I don't", 'start': 11407.8, 'duration': 4.08}
{'text': 'know like I I it seems to me like', 'start': 11409.72, 'duration': 4.139}
{'text': 'obviously once black people started', 'start': 11411.88, 'duration': 3.599}
{'text': 'being able to get access to those', 'start': 11413.859, 'duration': 4.261}
{'text': 'universities that it does seem to change', 'start': 11415.479, 'duration': 4.561}
{'text': 'their um it change changes their', 'start': 11418.12, 'duration': 3.48}
